Fp1,Fp2,F7,F3,Fz,F4,F8,FC3,FCz,FC4,T7,C3,Cz,C4,T8,CP3,CPz,CP4,P7,P3,Pz,P4,P8,O1,Oz,O2,VPVA,VNVB,HPHL,HNHR,Erbs,OrbOcc,Mass
-8328.839352256371,-11059.6732089394,-7485.025807430868,1949.1973676179584,23.96734137284128,-25599.25380506013,-17844.12484419973,-2252.0517048082847,713.6871940211245,-1010.3300998085422,-8406.513615658409,-3252.3431276020247,1949.3855928119856,-751.8341666773744,-10849.174700285255,-5178.075087697882,2317.052138479132,1351.5196348491463,-8261.015540675113,-4443.181188482987,1774.5871292917348,753.2144847669099,2005.2257337068252,-3062.2984233655425,-11071.092204043738,-9992.875550922594,-12523.061350772252,-17345.20259656404,-7695.712541279038,-2804.053457159745,-1238.8982270893296,-8426.590969688014,-5012.499658684981
-8328.588385331002,-11058.41837431255,-7482.390654714483,1949.8247849313836,23.779116178813727,-25596.74413580643,-17844.87774497584,-2251.2988040321748,714.0009026778371,-1010.6438084652548,-8404.694105449473,-3251.7157102885994,1949.5738180060132,-752.1478753340871,-10849.990342792713,-5177.635895578484,2315.7345621209392,1351.0804427297487,-8262.584083958674,-4443.871347527755,1774.71261275442,753.0262595728823,2005.7276675575656,-3065.435509932668,-11072.848972521328,-9994.444094206157,-12523.500542891652,-17339.93229113127,-7696.716408980518,-2799.9752446224807,-1239.9648365221524,-8424.144042165655,-5013.127075998406
-8327.52177589818,-11056.096930252876,-7480.0692106548095,1950.7659109015208,23.151698865388568,-25593.858016164675,-17844.12484419973,-2250.232194599352,714.1263861405221,-1010.2046163458572,-8402.749111777857,-3250.398133930407,1950.389460513466,-751.8341666773744,-10848.798249897203,-5176.882994802374,2315.358111732884,1351.1431844610916,-8263.776176854182,-4443.99683099044,1774.7753544857624,753.0262595728823,2004.9747667814556,-3067.8824374550263,-11074.292032342208,-9995.949895758376,-12522.120224802116,-17336.293270713402,-7694.771415308901,-2795.5833234285046,-1237.4551672684515,-8422.073565031353,-5012.499658684981
-8327.208067241465,-11054.528386969312,-7479.253568147356,1951.330586483604,22.02234770122327,-25592.47769807514,-17842.305333990796,-2249.5420355545843,713.7499357524671,-1009.5144573010896,-8401.431535419664,-3248.5786237214734,1950.8913943642065,-750.8302989758943,-10847.104223150955,-5175.565418444181,2316.1737542403366,1352.0215686998868,-8262.835050884047,-4442.867479826275,1775.3400300678452,753.5281934236226,2003.1552565725224,-3066.627602828176,-11073.162681178042,-9994.883286325552,-12520.928131906609,-17336.042303788032,-7692.387229517884,-2795.2696147717925,-1232.373087029708,-8419.940346165706,-5010.178214625308
-8328.086451480262,-11053.71274446186,-7480.57114450555,1951.0796195582336,21.018479999743008,-25592.4149563438,-17839.85840646844,-2250.3576780620374,712.7460680509868,-1009.577199032432,-8401.745244076377,-3247.637497751336,1950.389460513466,-750.328365125154,-10846.100355449475,-5174.938001130756,2316.6756880910766,1352.5235025506267,-8261.203765869139,-4442.365545975534,1775.7792221872428,753.4027099609373,2001.900421945672,-3063.866966649105,-11071.217687506423,-9992.373617071853,-12521.116357100636,-17337.297138414884,-7691.571587010433,-2798.2184761448907,-1229.1732587312397,-8417.054226523951,-5007.856770565635
-8329.27854437577,-11053.022585417091,-7483.269038953278,1950.0130101254113,20.767513074372943,-25593.23059885125,-17837.725187602795,-2252.0517048082847,711.679458618164,-1010.3300998085422,-8403.502012553967,-3248.3903985274455,1949.0718841552728,-750.8930407072367,-10846.163097180815,-5176.004610563579,2316.048270777652,1352.0215686998868,-8260.513606824372,-4443.3694136770155,1774.9635796797902,751.9596501400595,2001.2102629009044,-3062.5493902909125,-11070.65301192434,-9991.369749370371,-12522.371191727487,-17338.740198235762,-7691.50884527909,-2801.481046174701,-1230.17712643272,-8416.928743061266,-5007.22935325221
-8329.404027838455,-11052.395168103669,-7484.523873580128,1949.5738180060132,22.02234770122327,-25594.799142134816,-17836.909545095343,-2252.365413464998,712.3068759315892,-1010.4555832712272,-8403.815721210678,-3248.8923323781864,1948.8836589612456,-751.0812659012641,-10846.602289300215,-5176.820253071032,2316.1737542403366,1351.8333435058591,-8260.639090287057,-4443.934089259097,1774.3989040977071,751.2694910952919,2000.896554244192,-3062.8630989476246,-11071.029462312395,-9992.185391877823,-12523.751509817022,-17340.057774593955,-7690.128527189555,-2803.1750729209493,-1234.318080701326,-8420.003087897048,-5008.044995759662
-8328.27467667429,-11052.395168103669,-7483.143555490596,1950.828652632864,24.72024214895148,-25596.179460224346,-17837.66244587145,-2250.483161524722,715.443962498715,-1009.0125234503492,-8401.368793688322,-3247.637497751336,1951.330586483604,-749.826431274414,-10846.665031031558,-5175.314451518811,2318.683423494037,1353.150919864052,-8259.886189510948,-4442.5537711695615,1775.6537387245576,753.1517430355675,2002.151388871042,-3062.2356816342,-11070.1510780736,-9992.12265014648,-12524.818119249843,-17340.559708444693,-7688.434500443307,-2802.6103973388667,-1238.459034969932,-8422.01082330001,-5009.927247699938
-8326.517908196702,-11052.64613502904,-7480.633886236895,1953.2128384238792,28.2337791041324,-25595.86575156764,-17838.038896259506,-2247.4715584202813,719.5849167673209,-1006.3773707339636,-8397.855256733139,-3245.127828497635,1955.4715407522096,-747.1285368266857,-10845.47293813605,-5172.240106683028,2322.6988942999587,1356.1625229684928,-8257.000069869191,-4439.353942871093,1778.602600097656,756.9162469161182,2005.539442363538,-3059.0985950670743,-11067.202216700503,-9989.738464355467,-12525.821986951323,-17339.6813242059,-7688.183533517936,-2800.7908871299337,-1240.4667703728924,-8420.442280016447,-5010.680148476048
-8325.200331838505,-11052.583393297697,-7478.81437602796,1955.22057382684,31.05715701454564,-25594.046241358705,-17836.909545095343,-2244.6481805098683,722.5965198717618,-1003.9304432116056,-8395.910263061523,-3243.057351363332,1958.7968525133635,-744.4933841103002,-10843.904394852487,-5169.855920892012,2325.898722598427,1359.1113843415912,-8254.427658884148,-4436.02863110994,1781.6769449334395,760.1160752145865,2007.672661229184,-3056.0869919626334,-11064.943514372171,-9987.856212415192,-12527.014079846833,-17339.367615549185,-7690.065785458211,-2800.2889532791937,-1240.8432207609476,-8418.371802882144,-5009.550797311882
-8325.576782226562,-11053.461777536491,-7479.316309878701,1955.0950903641549,31.308123939915703,-25592.665923269167,-17836.4076112446,-2244.2717301218127,722.8474867971319,-1003.616734554893,-8397.478806345085,-3243.1828348260174,1959.2360446327607,-743.9287085282173,-10844.845520822624,-5169.918662623354,2326.2124312551396,1359.4250929983036,-8254.992334466231,-4435.338472065172,1782.6808126349197,760.4297838712992,2005.7276675575656,-3056.275217156661,-11065.88464034231,-9988.922821848015,-12528.331656205024,-17342.1909934596,-7694.0185145327905,-2802.3594304134967,-1239.0864522833572,-8419.940346165706,-5009.6135390432255
-8327.27080897281,-11055.093062551396,-7481.261303550318,1953.4638053492492,29.67683892501028,-25591.473830373656,-17837.035028558028,-2245.840273405376,721.3416852449116,-1004.7460857190584,-8400.051217330129,-3244.3749277215247,1957.8557265432253,-745.0580596923827,-10847.104223150955,-5170.79704686215,2324.7693714342618,1357.9192914460834,-8256.623619481134,-4436.53056496068,1781.9906535901519,758.9239823190787,2002.2141306023843,-3057.9692439029086,-11068.331567864669,-9990.867815519632,-12528.645364861735,-17345.516305220754,-7696.8418924432035,-2804.4926492791424,-1234.318080701326,-8423.642108314914,-5011.621274446185
-8330.470637271277,-11057.226281417043,-7483.7082310726755,1951.5815534089736,27.22991140265213,-25591.097379985607,-17838.41534664756,-2247.722525345652,719.2712081106084,-1006.0009203459086,-8401.368793688322,-3245.316053691663,1956.1616997969777,-746.7520864386307,-10848.860991628544,-5171.110755518863,2322.9498612253287,1356.664456819233,-8257.564745451273,-4437.848141318873,1780.7358189633017,757.3554390355158,2000.2691369307663,-3059.6005289178142,-11070.527528461656,-9991.9971666838,-12529.523749100532,-17346.080980802835,-7698.033985338712,-2804.9945831298824,-1228.5458414178145,-8426.841936613384,-5013.942718505858
-8333.98417422646,-11058.857566431949,-7485.966933401008,1949.887526662726,24.845725611636514,-25592.54043980648,-17839.732923005755,-2248.7891347784744,717.4516979016755,-1006.6283376593336,-8401.996211001748,-3246.1316961991156,1955.3460572895249,-748.1951462595085,-10849.425667210628,-5171.236238981548,2321.8205100611635,1356.538973356548,-8258.192162764697,-4438.914750751696,1779.4809843364512,756.6652799907483,2000.7083290501644,-3060.416171425267,-11071.970588282535,-9992.436358803197,-12531.531484503492,-17342.44196038497,-7699.288819965562,-2804.053457159745,-1227.5419737163343,-8427.53209565815,-5014.946586207339
-8335.364492315994,-11058.732082969264,-7486.406125520403,1949.4483345433284,24.030083104183795,-25594.799142134816,-17839.85840646844,-2248.6636513157887,716.9497640509354,-1005.687211689196,-8402.058952733089,-3246.6336300498556,1955.5342824835525,-748.3833714535361,-10848.73550816586,-5171.487205906918,2322.008735255191,1357.2918741326582,-8258.44312969007,-4439.416684602435,1779.1672756797386,757.0417303788033,2002.59058099044,-3059.976979305869,-11072.15881347656,-9992.185391877823,-12532.096160085575,-17337.67358880294,-7700.229945935699,-2802.233946950812,-1232.4358287610503,-8427.28112873278,-5014.319168893913
-8334.0469159578,-11057.226281417043,-7484.461131848787,1951.0168778268912,25.661368119089225,-25596.179460224346,-17839.795664737096,-2247.4715584202813,717.7026648270455,-1004.1814101369756,-8401.243310225635,-3246.257179661801,1955.97347460295,-747.6932124087683,-10847.606157001695,-5171.487205906918,2322.636152568616,1357.9820331774258,-8257.627487182617,-4438.852009020353,1779.4182426051088,757.731889423571,2004.284607736688,-3059.349561992444,-11071.468654431792,-9991.683458027086,-12530.904067190068,-17338.614714773077,-7700.229945935699,-2800.979112323961,-1237.3924255371091,-8427.97128777755,-5013.691751580489
-8332.415630942896,-11056.285155446903,-7482.453396445826,1953.1500966925369,27.920070447419818,-25596.86961926912,-17841.050499363948,-2246.593174181486,718.1418569464432,-1004.1186684056332,-8400.176700792812,-3246.0062127364304,1955.7852494089225,-747.8814376027958,-10847.794382195723,-5171.487205906918,2322.3224439119035,1357.1663906699732,-8256.309910824424,-4438.350075169613,1778.602600097656,757.2299555728309,2004.6610581247428,-3059.2868202611016,-11070.778495387027,-9991.683458027086,-12529.837457757243,-17345.139854832694,-7699.665270353617,-2801.418304443359,-1239.9648365221524,-8428.347738165603,-5014.381910625257
-8330.345153808594,-11054.904837357368,-7481.512270475687,1955.1578320954968,29.739580656352793,-25596.618652343743,-17841.677916677374,-2246.216723793431,718.2673404091281,-1005.0597943757708,-8399.361058285362,-3245.817987542403,1955.4715407522096,-748.7598218415912,-10848.672766434518,-5171.424464175575,2321.3813179417657,1356.0370395058076,-8255.431526585628,-4438.161849975585,1777.2222820081206,756.037862677323,2004.09638254266,-3058.9731116043886,-11070.402044998971,-9991.934424952457,-12526.888596384148,-17350.41016026547,-7698.033985338712,-2801.8574965627568,-1241.3451546116878,-8427.406612195466,-5014.632877550625
-8327.01984204744,-11052.144201178298,-7481.386787013002,1956.7263753790603,31.119898745888158,-25595.363817716898,-17840.297598587837,-2246.091240330746,718.5810490658408,-1005.7499534205384,-8399.298316554019,-3246.068954467773,1954.844123438785,-749.1990139609889,-10849.300183747942,-5172.051881489,2320.1264833149153,1355.0331718043276,-8256.309910824424,-4438.28733343827,1775.5909969932152,754.6575445877877,2002.7160644531248,-3059.663270649157,-11071.65687962582,-9993.377484773333,-12521.053615369292,-17354.864823190786,-7695.0223822342705,-2801.8574965627568,-1241.7216049997428,-8426.465486225328,-5014.256427162572
-8325.074848375822,-11049.822757118623,-7481.57501220703,1956.9773423044303,31.93554125334087,-25593.356082313938,-17838.227121453536,-2246.1539820620887,718.9574994538959,-1005.687211689196,-8400.051217330129,-3246.884596975226,1954.1539643940168,-748.257887990851,-10848.798249897203,-5173.557683041221,2318.8089069567222,1354.34301275956,-8258.568613152753,-4439.2284594084085,1774.3989040977071,754.0301272743627,2002.7160644531248,-3062.2984233655425,-11074.10380714818,-9995.259736713608,-12517.791045339483,-17358.62932707134,-7691.697070473118,-2801.3555627120168,-1241.7216049997428,-8425.210651598476,-5013.817235043174
-8326.204199539987,-11050.261949238024,-7481.386787013002,1956.47540845369,32.31199164139597,-25591.473830373656,-17836.15664431923,-2245.589306480006,719.961367155376,-1004.4323770623456,-8400.364925986842,-3246.8218552438834,1954.7186399761,-745.8737021998354,-10846.665031031558,-5173.934133429276,2318.9343904194075,1355.09591353567,-8260.199898167657,-4439.667651527806,1775.2772883365024,755.2222201698704,2005.6021840948808,-3064.431642231188,-11074.10380714818,-9994.506835937498,-12521.116357100636,-17353.798213757964,-7689.877560264185,-2799.5987942344254,-1242.4117640445106,-8421.948081568667,-5012.750625610352
-8328.211934942945,-11052.897101954408,-7480.194694117495,1956.6008919163755,32.500216835423515,-25590.72092959755,-17834.713584498353,-2244.0835049277857,721.7808773643092,-1002.8638337787828,-8399.047349628649,-3244.8768615722647,1956.8518588417448,-743.3012912147923,-10843.904394852487,-5171.926398026314,2321.4440596731083,1357.7310662520558,-8259.007805272151,-4437.848141318873,1778.602600097656,757.9828563489411,2008.9902375873764,-3062.925840678968,-11070.1510780736,-9991.056040713662,-12526.763112921462,-17340.308741519322,-7690.065785458211,-2798.7831517269733,-1243.8548238653884,-8419.50115404631,-5011.495790983501
-8329.592253032482,-11055.344029476766,-7479.253568147356,1956.6636336477177,31.559090865285768,-25590.97189652292,-17834.83906796104,-2243.0168954949622,723.0357119911594,-1002.1109330026724,-8397.792515001798,-3242.9946096319895,1958.8595942447057,-742.046456587942,-10841.081016942073,-5169.79317916067,2324.518404508892,1360.6171858938114,-8256.43539428711,-4435.840405915912,1781.8651701274669,760.3043004086143,2009.8058800948288,-3060.1024627685542,-11066.700282849763,-9988.54637145996,-12530.71584199604,-17329.830872385122,-7691.634328741774,-2800.226211547851,-1245.1096584922389,-8423.579366583572,-5011.119340595445
-8330.470637271277,-11055.65773813348,-7479.190826416015,1956.098958065635,29.92780585038034,-25591.22286344829,-17835.278260080435,-2243.079637226305,723.1611954538445,-1001.9227078086448,-8398.231707121196,-3243.1200930946748,1959.9262036775283,-741.8582313939143,-10837.630221718235,-5169.416728772615,2326.275172986482,1362.3112126400595,-8255.745235242339,-4435.840405915912,1782.6808126349197,761.1826846474095,2007.8608864232112,-3059.7887541118416,-11067.6414088199,-9989.424755698756,-12532.347127010944,-17330.207322773178,-7693.893031070105,-2800.539920204564,-1244.2312742534436,-8431.924016852126,-5010.49192328202
-8330.470637271277,-11054.277420043943,-7478.81437602796,1955.97347460295,29.551355462325244,-25591.285605179637,-17835.466485274465,-2243.2051206889905,723.098453722502,-1001.6089991519324,-8399.110091359991,-3243.8729938707847,1960.6163627222963,-742.046456587942,-10835.998936703329,-5169.79317916067,2327.028073762592,1362.4366961027445,-8257.000069869191,-4436.467823229337,1781.9906535901519,761.2454263787519,2005.1629919754832,-3061.671006052117,-11071.343170969109,-9992.499100534538,-12532.284385279603,-17337.48536360891,-7695.147865696957,-2799.4105690403985,-1242.1607971191404,-8435.50029553865,-5009.48805558054
-8329.78047822651,-11053.085327148436,-7477.935991789165,1956.6636336477177,30.68070662649054,-25592.038505955745,-17835.968419125205,-2243.142378957648,723.474904110557,-1001.3580322265624,-8399.110091359991,-3244.186702527498,1960.9928131103516,-742.6111321700245,-10838.947798076428,-5170.1696295487245,2327.1535572252774,1361.6210535952919,-8258.44312969007,-4436.718790154708,1780.673077231959,760.9944594533818,2003.4062234978924,-3064.368900499845,-11074.605740998917,-9995.636187101663,-12531.406001040808,-17340.559708444693,-7694.645931846216,-2800.7908871299337,-1240.0275782534948,-8431.484824732732,-5009.864505968595
-8329.27854437577,-11052.395168103669,-7477.873250057821,1957.040084035773,32.0610247160259,-25593.042373657223,-17836.15664431923,-2243.644312808388,723.5376458418996,-1001.1698070325348,-8398.984607897308,-3245.065086766293,1960.6163627222963,-743.4267746774772,-10843.7789113898,-5170.985272056178,2326.463398180509,1360.930894550524,-8259.384255660207,-4437.659916124845,1779.2300174110812,760.2415586772717,2003.1552565725224,-3066.9413114848885,-11076.36250947651,-9997.58118077328,-12529.649232563219,-17337.23439668354,-7693.2028720253375,-2803.0495894582646,-1237.3296838057668,-8426.528227956673,-5011.370307520816
-8329.215802644425,-11051.077591745476,-7478.877117759303,1956.5381501850327,33.25311761153371,-25593.41882404528,-17834.650842767012,-2244.8991474352383,722.7847450657893,-1000.7933566444796,-8399.549283479388,-3246.696371781198,1959.9262036775283,-743.7404833341898,-10845.159229479335,-5171.9891397576575,2325.396788747687,1361.2446032072367,-8259.823447779605,-4439.291201139751,1778.100666246916,759.4886579011614,2004.09638254266,-3067.945179186369,-11076.36250947651,-9997.643922504623,-12527.95520581697,-17336.7324628328,-7692.136262592515,-2802.6103973388667,-1235.4474318654911,-8424.520492553713,-5012.625142147665
-8329.27854437577,-11049.69727365594,-7480.508402774207,1955.5342824835525,33.94327665630139,-25592.72866500051,-17831.70198139391,-2246.5304324501435,721.8436190956515,-1000.354164525082,-8400.55315118087,-3248.3903985274455,1959.3615280954457,-743.2385494834499,-10842.524076762951,-5172.616557071083,2324.518404508892,1362.1857291773745,-8259.697964316918,-4440.420552303916,1777.7242158588608,759.4886579011614,2005.6649258262228,-3066.7530862908607,-11075.10767484966,-9996.263604415088,-12527.95520581697,-17341.061642295434,-7692.700938174598,-2801.041854055304,-1234.7572728207235,-8424.081300434313,-5012.499658684981
-8328.964835719058,-11049.1953398052,-7482.076946057769,1955.0950903641549,34.31972704435649,-25590.97189652292,-17828.313927901418,-2247.722525345652,721.8436190956515,-999.9149724056845,-8401.180568494292,-3248.9550741095286,1959.4242698267883,-741.6700061998868,-10838.822314613742,-5172.930265727796,2324.0792123894935,1363.4405638042247,-8259.635222585577,-4440.295068841231,1778.351633172286,760.3670421399567,2007.484436035156,-3065.435509932668,-11073.601873297437,-9994.883286325552,-12528.770848324422,-17342.00276826557,-7694.896898771585,-2799.5987942344254,-1233.5651799252155,-8424.583234285052,-5010.99385713276
-8328.525643599662,-11049.446306730568,-7483.080813759251,1954.5931565134144,34.068760118986425,-25589.277869776677,-17825.867000379058,-2248.3499426590765,722.7847450657893,-999.6640054803144,-8401.682502345033,-3248.5786237214734,1960.114428871556,-739.7250125282688,-10836.2499036287,-5172.930265727796,2324.5811462402335,1364.3816897743625,-8260.701832018398,-4439.918618453176,1779.3555008737662,761.747360229492,2009.178462781404,-3065.2472847386407,-11072.15881347656,-9994.0676438181,-12528.457139667713,-17337.297138414884,-7697.030117637232,-2797.528317100123,-1232.247603567023,-8425.27339332982,-5009.362572117855
-8330.03144515188,-11051.265816939504,-7484.712098774156,1952.2089707223993,31.81005779065584,-25589.591578433385,-17826.87086808054,-2249.855744211297,722.4710364090766,-1000.7306149131372,-8403.313787359939,-3248.6413654528164,1959.863461946186,-740.0387211849815,-10835.998936703329,-5173.306716115851,2325.0830800909744,1363.8797559236225,-8262.20763357062,-4440.2323271098885,1779.0417922170536,762.5002610056023,2010.370555676912,-3064.682609156558,-11070.778495387027,-9993.06377611662,-12527.95520581697,-17332.71699202688,-7698.849627846164,-2796.587191129985,-1231.996636641653,-8425.649843717874,-5007.7940288342925
-8333.419498644376,-11053.775486193204,-7486.845317639802,1949.1973676179584,28.54748776084498,-25591.599313836345,-17830.38440503572,-2251.2988040321748,720.7770096628288,-1002.4873833907276,-8404.81958891216,-3248.8923323781864,1958.8595942447057,-741.9837148565994,-10837.25377133018,-5173.620424772564,2325.145821822317,1362.624921296772,-8262.333117033306,-4440.295068841231,1778.351633172286,762.939453125,2011.56264857242,-3062.8630989476246,-11069.58640249152,-9991.620716295743,-12529.335523906504,-17331.46215740003,-7699.72801208496,-2797.591058831465,-1232.122120104338,-8426.465486225328,-5006.1627438193855
-8336.117393092105,-11055.532254670792,-7487.849185341282,1947.3778574090247,26.163301969829355,-25594.046241358705,-17833.14504121479,-2251.4870292262026,719.5849167673209,-1003.491251092208,-8404.631363718132,-3248.3903985274455,1958.169435199938,-743.2385494834499,-10838.25763903166,-5173.620424772564,2325.396788747687,1361.9347622520045,-8261.015540675113,-4439.7303932591485,1778.6653418289986,763.3786452443975,2012.4410328112149,-3061.23181393272,-11069.14721037212,-9991.118782445,-12531.782451428864,-17334.160051847757,-7699.414303428246,-2798.9086351896585,-1231.8711531789677,-8427.53209565815,-5005.849035162673
-8337.434969450298,-11056.787089297644,-7488.476602654707,1946.5622149015724,24.65750041760896,-25596.367685418372,-17835.278260080435,-2251.42428749486,718.7692742598683,-1004.6206022563732,-8404.003946404708,-3248.0139481393912,1957.040084035773,-744.6188675729851,-10839.637957121195,-5174.247842085988,2325.145821822317,1360.8681528191817,-8260.325381630344,-4439.855876721834,1779.1672756797386,762.7512279309725,2011.0607147216797,-3061.043588738692,-11069.962852879573,-9992.05990841514,-12533.100027787055,-17339.2421320865,-7699.288819965562,-2800.1007280851663,-1232.122120104338,-8430.041764911852,-5007.668545371607
-8336.74481040553,-11056.347897178248,-7489.04127823679,1947.8170495284232,25.347659462376644,-25596.053976761665,-17836.15664431923,-2250.734128450092,719.0202411852384,-1004.6206022563732,-8403.125562165911,-3247.3237890946234,1956.6636336477177,-745.3090266177528,-10840.892791748043,-5174.310583817331,2325.0830800909744,1360.3662189684414,-8259.823447779605,-4439.918618453176,1780.296626843904,762.0610688862048,2008.6137871993208,-3060.792621813322,-11070.025594610916,-9992.05990841514,-12531.907934891547,-17340.685191907374,-7699.351561696905,-2800.7281453985916,-1233.251471268503,-8433.743527061059,-5009.98998943128
